text,label
Or maybe we should bear in mind that Muslims and other Europeans are not so different,nothate
I am offended by the thought that Muslim women are not allowed of having their hair down.,hate
"Muslims are not welcome in our country, so they don't need European rights. They are not worthy of our love.",hate
"They shouldn't, because Muslims are all incompatible with Western society.",hate
"No they wouldn’t. Muslims just want to be able to wear what they want, in line with what they believe or feel comfortable in, they don’t care what anyone else is wearing!",nothate
"Just seen another story about a woman being asked to cover up. Soon we are all going to be forced to wear a hijab, other clothes will be considered offensive and inappropriate.",hate
A lot of Muslims live in the UK and they are very proud of their religion. You shouldn't claim things that are clearly untrue.,nothate
"They should be. Muslims have no right to live in any part of Europe, they are just a problem.",hate
I will embrace you and any other Muslims like you.,nothate
"However, Islam totally wants to impose its violence and terroristic attacks on the world.",hate
"People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed entry.. English laws persecute instead of defending English people.",hate
"Sharia law says that Muslims should follow the law of the land they're in, so they do recognize them. Also, many Muslims were born here, where would they be deported to? ",nothate
Why would you say this about a religion?,nothate
"Islam is not racist, what it promotes are justice and love.",nothate
No Muslim can ever be a valuable member of society.,hate
"what kind of regulation would you suggest, and for what reason",nothate
"No, its goals are only violence and war.",hate
"No one wants to live in a country where Muslims are free to live as they wish, worship as they want, have sex as they want.",hate
"You can't seriously believe that ""Muslims are lesser beings"". ",nothate
"Are murder, rape, and slavery stereotypes? Islam has always promoted them.",hate
"Muslims should be welcome in every country in the world, and their faith does not make them less welcome here.",nothate
Are you sure? Sounds like something Muslims would do.,hate
What do you mean by 'we'?,nothate
"Yes, grooming gangs are an issue we need to tackle, but the issue isn’t that they’re Muslim, it’s grooming gangs in general. By focusing on Muslim gangs only we are ignoring many other perpetrators",nothate
"This is Islamophobic because although the stories reported of bombers are about Muslims, most Muslims are not terrorists or bombers. In fact, the people most affected by bombings are Muslims in the Middle East, both from Islamic terrorism and from Western interventionism.",nothate
Muslims are not rapists. What is the point of generalizing this way?,nothate
Islam is a death cult.,hate
"Why do you think this? There's nothing threatening about Islam, it's a religion that promotes love and tolerance.",nothate
Muslims have no place in civilised Europe.,hate
"Islam is actually a religion about peace, not about hate and violence.",nothate
"No, the vast majority of Muslims just want to be able to live their lives, they don't care if others follow sharia.",nothate
"For example, the Quran teaches us to hate all Christians.",hate
All muslims are rapists,hate
"We should lower that percentage even more, Muslims are not welcome here.",hate
"I can be angry as much as I want at a violent religion that promotes rape, torture and murder like Islam.",hate
This doesn't change the fact that Muslims are not welcome here,hate
Islam is a cancer on European culture and people should stop worshipping its devil.,hate
Then you think it is okay to restrict a woman's free will in what she likes to wear if her choice is related to Islam?,nothate
I really am just going to murdr that Muslim.,hate
If the Koran was published today it would be banned as hate speech.,hate
"It may not be a death cult, but Islam is a violent religion and should be opposed.",hate
